0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	W
0.0	0.2075	8.2374	5.9904	6.9791	1.124	0.3961	3.8027	0.3382	1.1484	0.6854	0.0	0.0	0.0	2.4379	7.9628	4.3305	3.5025	4.5889	10.0041	2.7127	0.4265	2.24	1.3483	5.7438	1.302	3.7066	7.6971
0.0	0.0	8.2374	5.9904	6.9791	1.124	0.3961	3.8027	0.3382	1.1484	0.6854	9.5339	0.0355	6.6585	2.4379	7.9628	4.3305	3.5025	4.5889	10.0041	2.7127	0.4265	2.24	1.3483	5.7438	0.0	3.7066	7.6971
0.0	0.0	0.0	5.9904	6.9791	1.124	0.0	3.8027	0.3382	1.1484	0.6854	9.5339	0.0	6.6585	2.4379	7.9628	4.3305	3.5025	0.0	10.0041	2.7127	0.0	2.24	1.3483	5.7438	1.302	3.7066	7.6971
0.0	0.0	0.0	0.0	6.9791	1.124	0.3961	3.8027	0.3382	1.1484	0.6854	9.5339	0.0355	6.6585	2.4379	7.9628	0.0	0.0	0.0	0.0	2.7127	0.4265	2.24	1.3483	5.7438	1.302	0.0	7.6971
0.0	0.0	0.0	0.0	0.0	1.124	0.3961	3.8027	0.3382	1.1484	0.6854	9.5339	0.0355	6.6585	2.4379	7.9628	0.0	3.5025	4.5889	10.0041	2.7127	0.4265	2.24	1.3483	5.7438	1.302	3.7066	7.6971
0.0	0.0	0.0	0.0	0.0	0.0	0.3961	3.8027	0.3382	0.0	0.6854	9.5339	0.0355	6.6585	2.4379	0.0	0.0	3.5025	4.5889	10.0041	2.7127	0.4265	2.24	1.3483	5.7438	1.302	3.7066	7.6971
0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8027	0.3382	1.1484	0.6854	9.5339	0.0355	6.6585	2.4379	7.9628	4.3305	3.5025	4.5889	10.0041	2.7127	0.0	2.24	1.3483	5.7438	1.302	3.7066	7.6971
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1484	0.6854	9.5339	0.0355	6.6585	2.4379	7.9628	4.3305	3.5025	4.5889	10.0041	0.0	0.4265	2.24	1.3483	0.0	1.302	3.7066	7.6971
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1484	0.6854	9.5339	0.0355	6.6585	0.0	7.9628	0.0	3.5025	4.5889	10.0041	2.7127	0.4265	2.24	1.3483	0.0	1.302	3.7066	7.6971
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6854	9.5339	0.0355	6.6585	2.4379	7.9628	4.3305	3.5025	4.5889	10.0041	2.7127	0.4265	2.24	1.3483	5.7438	1.302	3.7066	7.6971
